Activity Year, Respondent ID, Agency Code, Federal Tax ID, Respondent Name, Respondent Mailing Address, Respondent City, Respondent State, Respondent ZIP Code, Parent Name, Parent Address, Parent City, Parent State, Parent ZIP Code, Respondent Name (Panel), Respondent City (Panel), Respondent State (Panel), Assets, Other Lender Code, Region Code, LAR Count, Validity Error
2015,0000703764,1,55-0159131,DOOLIN SECURITY SAVINGS BANK,610 NORTH STATE ROUTE 2,NEW MARTINSVILLE,WV,26155-0000,,,,,,DOOLIN SCTY SVG BK FSB,NEW MARTINSVILLE,WV,48118,0,1,10,N
2015,0000703767,1,35-0593216,UNITED COMMUNITY BANK,215 WEST EADS PARKWAY,LAWRENCEBURG,IN,47025,,,,,,UNITED CMNTY BK,LAWRENCEBURG,IN,507406,0,3,360,N
2015,0000703773,1,93-0166953,FIRST FEDERAL SAVINGS & LOAN,140 E 3RD ST,MCMINNVILLE,OR,97128,,,,,,FIRST FS&LA OF MCMINNVILLE,MCMINNVILLE,OR,362112,0,4,205,N
2015,0000703781,1,06-0592775,WINDSOR FEDERAL SAVINGS & LOAN,250 BROAD STREET,WINDSOR,CT,06095,,,,,,WINDSOR FS&LA,WINDSOR,CT,400067,0,1,239,N
2015,0000703786,1,01-0026062,FIRST FS&LA BATH,PO BOX 488,BATH,ME,04530,,,,,,FIRST FS&LA BATH,BATH,ME,116222,0,1,152,N
2015,0000703835,1,04-1818670,FIRST FEDERAL SVG BANK BOSTON,100 BRICKSTONE SQUARE,ANDOVER,MA,01810,,,,,,FIRST FSB OF BOSTON,BOSTON,MA,67005,0,1,2206,N
2015,0000703862,1,72-0186350,FLORIDA PARISHES BANK,1300 W. MORRIS AVE.,HAMMOND,LA,70403,FPB FINANCIAL CORP,1300 W. MORRIS AVE.,HAMMOND,LA,70403,FLORIDA PARISHES BK,HAMMOND,LA,226319,0,2,402,N
2015,0000703866,1,25-0400413,CFSBANK,101 MCKEAN AVENUE P O BOX 209,CHARLEROI,PA,15022,,,,,,CHARLEROI FSB,CHARLEROI,PA,534632,0,1,183,N
2015,0000703870,1,37-0348365,IROQUOIS FEDERAL SAVINGS & LOA,201 E CHERRY ST,WATSEKA,IL,60970,IF BANCORP  INC.,201 E CHERRY STREET,WATSEKA,IL,60970,IROQUOIS FS&LA,WATSEKA,IL,549212,0,3,534,N
2015,0000703874,1,72-0218544,ANTHEM BANK & TRUST,P.O. BOX 563,PLAQUEMINE,LA,70765,SHAY INVESTMENT SERVICES INC,1000 BRICKELL AVENUE SUITE 500,MIAMI,FL,33131,ANTHEM B&TC,PLAQUEMINE,LA,135662,0,2,146,N
2015,0000703879,1,62-0239150,HOME FEDERAL BANK OF TN,515 MARKET STREET,KNOXVILLE,TN,37902,,,,,,HOME FED BK OF TN,KNOXVILLE,TN,2125844,0,2,715,N
2015,0000703896,1,47-0221745,LINCOLN FEDERAL SVGS BK OF NE,1101 N STREET,LINCOLN,NE,68508,LINCOLN FEDERAL BANCORP  INC.,1101 N STREET,LINCOLN,NE,68508,LINCOLN FSB OF NE,LINCOLN,NE,284493,0,4,1348,N
2015,0000703920,1,34-4197125,FIRST FEDERAL COMMUNITYBANK,119 S SANDUSKY AVENUE,BUCYRUS,OH,44820,,,,,,FIRST FED CMNTY BK OF BUCYRUS,BUCYRUS,OH,132578,0,3,214,N
2015,0000703927,1,44-0373310,NORTH AMERICAN SAVINGS BANK,12498 S 71 HIGHWAY,GRANDVIEW,MO,64030,,,,,,NORTH AMER SVG BK FSB,GRANDVIEW,MO,1281397,0,4,9141,N
2015,0000703997,1,02-0235380,FEDERAL SAVINGS BANK,633 CENTRAL AVE,DOVER,NH,03820,,,,,,FEDERAL SVG BK,DOVER,NH,303505,0,1,213,N
2015,0000704167,1,04-1620675,MILFORD FS&LA,246 MAIN STREET,MILFORD,MA,01757,,,,,,MILFORD FS&LA,MILFORD,MA,355923,0,1,748,N
2015,0000704171,1,34-0347710,FIRST FEDERAL SAVINGS LOAN,3721 OBERLIN AVE,LORAIN,OH,44053,,,,,,FIRST FS&LA,LORAIN,OH,423435,0,3,589,N
2015,0000704192,1,34-1746771,FIRST FEDERAL BANK,601 CLINTON STREET,DEFIANCE,OH,43512,FIRST DEFIANCE FINANCIAL CORP.,601 CLINTON STREET,DEFIANCE,OH,43512,FIRST FED BK OF THE MIDWEST,DEFIANCE,OH,2163319,0,3,3467,N
2015,0000704194,1,38-0414093,EATON FEDERAL SAVINGS BANK,236 S. COCHRAN AVENUE  P. O. BOX 219,CHARLOTTE,MI,48813,,,,,,EATON FSB,CHARLOTTE,MI,293257,0,3,332,N
2015,0000704241,1,38-0468920,DEARBORN FEDERAL SAVINGS BANK,22315 MICHIGAN AVE,DEARBORN,MI,48124,,,,,,DEARBORN FSB,DEARBORN,MI,255784,0,3,328,N
2015,0000704246,1,61-0228640,TOWN SQUARE BANK,1500 CARTER AVENUE,ASHLAND,KY,41101,,,,,,TOWN SQ BK,ASHLAND,KY,414518,0,3,612,N
2015,0000704255,1,35-0388822,HOME BANK S B,PO BOX 1677,MARTINSVILLE,IN,46151-0677,,,,,,HOME BK SB,MARTINSVILLE,IN,240646,0,3,415,N
2015,0000704307,1,62-0192666,ELIZABETHTON FED SAVINGS BANK,112-114 NORTH SYCAMORE STREET,ELIZABETHTON,TN,37643,,,,,,ELIZABETHTON FSB,ELIZABETHTON,TN,326930,0,2,160,N
2015,0000704315,1,35-0643125,SCOTTSBURG BUILDING AND LOAN,306 WEST MCCLAIN AVENUE,SCOTTSBURG,IN,47170,B & L FINANCIAL CORPORATION,P.O. BOX 2,SCOTTSBURG,IN,47170,SCOTTSBURG B&LA,SCOTTSBURG,IN,92442,0,3,181,N
2015,0000704347,1,91-1609689,RIVERVIEW COMMUNITY BANK,PO BOX 872290,VANCOUVER,WA,98687,,,,,,RIVERVIEW CMNTY BK,VANCOUVER,WA,822937,0,4,282,N
2015,0000704354,1,35-0264598,DEARBORN SAVINGS BANK,595 W EADS PARKWAY PO BOX 4161,LAWRENCEBURG,IN,47025,,,,,,DEARBORN SVGS BK,LAWRENCEBURG,IN,119600,0,3,149,N
2015,0000704369,1,35-0722275,UNION SAVINGS AND LOAN ASSOCIA,730 CENTRAL AVE P O BOX 366,CONNERSVILLE,IN,47331,,,,,,UNION S&LA,CONNERSVILLE,IN,134134,0,3,346,N
2015,0000704414,1,48-0276300,INTERSTATE FEDERAL SAV AND LN,711 MINNESOTA AVENUE,KANSAS CITY,KS,66101,,,,,,INTER-STATE FS&LA OF KS CITY,KANSAS CITY,KS,229438,0,4,35,N
2015,0000704434,1,04-1328570,FAMILY FEDERAL SAVINGS,130 WHALON STREET,FITCHBURG,MA,01420,,,,,,FAMILY FED SVG,FITCHBURG,MA,94753,0,1,147,N
2015,0000704474,1,39-0129660,ANCHORBANK FSB,25 WEST MAIN STREET,MADISON,WI,53703-3374,ANCHOR BANKCORP OF WISCONSIN,25 WEST MAIN STREET,MADISON,WI,53703-3374,ANCHORBANK FSB,MADISON,WI,2082246,0,3,3342,N
2015,0000704475,1,36-2065326,MIDLAND FEDERAL SAVINGS & LOAN,8929 S. HARLEM AVE.,BRIDGEVIEW,IL,60455,MIDLAND CAPITAL HOLDINGS CORP.,8929 S. HARLEM AVE.,BRIDGEVIEW,IL,60455,MIDLAND FS&LA,BRIDGEVIEW,IL,119031,0,3,41,N
2015,0000704476,1,38-0381552,EDGEWATER BANK,321 MAIN STREET,SAINT JOSEPH,MI,49085,EDGEWATER BANCORP,P.O. BOX 146,SAINT JOSEPH,MI,49085,EDGEWATER BK,SAINT JOSEPH,MI,122306,0,3,162,N
2015,0000704492,1,48-0306560,MUTUAL SAVINGS ASSOCIATION  FS,100 S. 4TH ST.   P.O. BOX 949,LEAVENWORTH,KS,66048,,,,,,MUTUAL SA FSA,LEAVENWORTH,KS,195930,0,4,264,N
2015,0000704516,1,57-0214406,MUTUAL SAVINGS BANK,330 WEST CAROLINA AVENUE,HARTSVILLE,SC,29550,,,,,,MUTUAL SVG BK,HARTSVILLE,SC,37558,0,1,30,N
2015,0000704519,1,34-4233170,MUTUAL FEDERAL SAVINGS BANK,121 S. OHIO AVE.  P.O. BOX 4217,SIDNEY,OH,45365,RICHMOND MUTUAL BANCORP,20 N. 9TH ST.,RICHMOND,IN,47374,MUTUAL FSB,SIDNEY,OH,115354,0,3,84,N
2015,0000704656,1,35-0352590,FIRST FEDERAL SAVINGS AND LOAN,212 N FRANKLIN ST,GREENSBURG,IN,47240,,,,,,FIRST FS&LA OF GREENSBURG,GREENSBURG,IN,153612,0,3,129,N
2015,0000704804,1,22-0940130,GIBRALTAR BANK,2 RAILROAD PLAZA,WHIPPANY,NJ,07981-1548,,,,,,GIBRALTAR BK,OAK RIDGE,NJ,102200,0,1,73,N
2015,0000704817,1,35-0631260,MID-SOUTHERN SAVINGS BANK,300 N WATER ST,SALEM,IN,47167,MID-SOUTHERN MHC,300 N WATER ST,SALEM,IN,47167,MID SOUTHERN SVG BK FSB,SALEM,IN,193885,0,3,104,N
2015,0000704846,1,48-0168910,CITIZENS S & L ASSOC FSB,5151 S 4TH STREET TRAFFICWAY,LEAVENWORTH,KS,66048,,,,,,CITIZENS S&LA FSB,LEAVENWORTH,KS,197897,0,4,174,N
2015,0000704859,1,23-0679657,HATBORO FEDERAL SAVINGS,221 S YORK ROAD,HATBORO,PA,19040,,,,,,HATBORO FED SVG,HATBORO,PA,493200,0,1,276,N
2015,0000705091,1,21-0478350,OCEAN CITY HOME BANK,1001 ASBURY AVE,OCEAN CITY,NJ,08226,OCEAN SHORE HOLDING COMPANY,1001 ASBURY AVE,OCEAN CITY,NJ,08226,OCEAN CITY HOME BK,OCEAN CITY,NJ,1020250,0,1,430,N
2015,0000705106,1,43-1671968,PULASKI BANK  NA,12300 OLIVE BLVD,ST LOUIS,MO,63141,,,,,,PULASKI BK,CREVE COEUR,MO,1425574,0,4,10638,N
2015,0000705138,1,11-1553555,MASPETH FS&LA,56-05 69TH STREET,MASPETH,NY,11378,,,,,,MASPETH FS&LA,MASPETH,NY,1740528,0,1,309,N
2015,0000705141,1,95-1520055,BROADWAY FEDERAL BANK,5055 WILSHIRE BOULEVARD  SUITE 500,LOS ANGELES,CA,90036,,,,,,BROADWAY FED BK FSB,LOS ANGELES,CA,350860,0,4,238,N
2015,0000705153,1,56-0499280,FIRST FSB OF LINCOLNTON,320 EAST MAIN STREET,LINCOLNTON,NC,28092,,,,,,FIRST FSB OF LINCOLNTON,LINCOLNTON,NC,344174,0,1,287,N
2015,0000705224,1,56-0319795,FIRST SAVINGS & LOAN ASSOCIATI,P.O. BOX 390,MEBANE,NC,27302,,,,,,FIRST S&LA,MEBANE,NC,57264,0,1,42,N
2015,0000705273,1,13-1592005,CARVER FEDERAL SAVINGS BANK,75 WEST 125TH STREET,NEW YORK,NY,10027,,,,,,CARVER FSB,NEW YORK,NY,645935,0,1,260,N
2015,0000705278,1,15-0523515,GEDDES FEDERAL SAVINGS & LOAN,2208 WEST GENESEE STREET,SYRACUSE,NY,13219,,,,,,GEDDES FS&LA,SYRACUSE,NY,522445,0,1,427,N
2015,0000705286,1,21-0454410,FRANKLIN BANK,1179 ROUTE 40  PO BOX 230,WOODSTOWN,NJ,08098,,,,,,FRANKLIN BK,PILESGROVE,NJ,249303,0,1,172,N
2015,0000705313,1,39-0366980,FIRST FEDERAL BANK OF WI,1617 E RACINE AVE.,WAUKESHA,WI,53186,,,,,,FIRST FED BK OF WI,WAUKESHA,WI,241781,0,3,205,N
2015,0000705329,1,63-0275290,SOUTHFIRST BANK,126 N. NORTON AVE,SYLACAUGA,AL,35150,SOUTHFIRST BANCSHARES,126 NORTH NORTON AVENUE,SYLACAUGA,AL,35150,SOUTHFIRST BK,SYLACAUGA,AL,92408,0,2,59,N
2015,0000705339,1,72-0401264,FIRST FEDERAL BANK OF LOUISIAN,1135 LAKESHORE DRIVE,LAKE CHARLES,LA,70601,,,,,,FIRST FED BK OF LA,LAKE CHARLES,LA,848600,0,2,564,N
2015,0000705489,1,21-0455050,FREEHOLD SAVINGS BANK,68 WEST MAIN STREET,FREEHOLD,NJ,07728,,,,,,FREEHOLD SVG BK,FREEHOLD,NJ,289764,0,1,59,N
2015,0000705506,1,16-0516470,LAKE SHORE SAVINGS BANK,31 E. FOURTH ST.,DUNKIRK,NY,14048,,,,,,LAKE SHORE SVGS BK,DUNKIRK,NY,486806,0,1,232,N
2015,0000705537,1,25-0988279,WESTMORELAND FEDERAL SAVINGS,322 MAIN STREET  P.O. BOX 677,LATROBE,PA,15650,,,,,,WESTMORELAND FS&LA,LATROBE,PA,170034,0,1,108,N
2015,0000705636,1,37-0554470,TEMPO BANK,28 W BROADWAY  P.O. BOX 59,TRENTON,IL,62293,,,,,,TEMPO BK,TRENTON,IL,91706,0,3,91,N
2015,0000705740,1,52-0633253,FIRST SHORE FEDERAL S&L ASSOC,PO BOX 4248,SALISBURY,MD,21803-4248,,,,,,FIRST SHORE FS&LA,SALISBURY,MD,295614,0,1,350,N
2015,0000705798,1,58-2657053,CHARTERBANK,1233 O.G. SKINNER DRIVE,WEST POINT,GA,31833,CHARTER FINANCIAL CORPORATION,P.O. BOX 570,WEST POINT,GA,31833,CHARTERBANK,WEST POINT,GA,978362,0,2,536,N
2015,0000705801,1,33-0531857,UNIVERSAL BANK,3455 NOGALES STREET,WEST COVINA,CA,91792,UNIVERSAL FINANCIAL  INC.,3455 NOGALES STREET  SECOND FLOOR,WEST COVINA,CA,91792,UNIVERSAL BK,WEST COVINA,CA,316829,0,4,83,N
2015,0000705852,1,59-0724756,SUNSHINE BANK,102 WEST BAKER STREET,PLANT CITY,FL,33563,SUNSHINE BANCORP INC.,102 WEST BAKER STREET,PLANT CITY,FL,33563,SUNSHINE BK,PLANT CITY,FL,229808,0,2,64,N
2015,0000705902,1,42-0747941,METABANK,121 E FIFTH STREET,STORM LAKE,IA,50588,,,,,,METABANK,STORM LAKE,IA,2107864,0,4,316,N
2015,0000705957,1,64-0341960,FIRST FEDERAL SAVINGS AND LOAN,903 JACKSON AVENUE,PASCAGOULA,MS,39567,,,,,,FIRST FS&LA PASCAGOULA MOSS PO,PASCAGOULA,MS,280120,0,2,305,N
2015,0000706051,1,95-1897077,PROVIDENT SAVING BANK  FSB,3756 CENTRAL AVENUE,RIVERSIDE,CA,92506,,,,,,PROVIDENT SVG BK,RIVERSIDE,CA,1112398,0,4,11376,N
2015,0000706081,1,48-0630879,FIDELITY BANK,100 E ENGLISH,WICHITA,KS,67202,FIDELITY FINANCIAL CORPORATION,100 E ENGLISH ST,WICHITA,KS,67202,FIDELITY BK,WICHITA,KS,1622355,0,4,2727,N
2015,0000706164,1,94-1400676,EL DORADO SAVINGS BANK,4040 EL DORADO ROAD,PLACERVILLE,CA,95667,,,,,,EL DORADO SVG BK FSB,PLACERVILLE,CA,1893663,0,4,666,N
2015,0000706191,1,37-0402600,FIRST FEDERAL SAVINGS BANK,101 W MAIN STREET,MASCOUTAH,IL,62258,,,,,,FIRST FSB,MASCOUTAH,IL,98074,0,3,74,N
2015,0000706278,1,41-0498480,HOMETOWN BANK,1000 EAST COOK STREET,REDWOOD FALLS,MN,56283,,,,,,HOMETOWN BK,REDWOOD FALLS,MN,233465,0,3,428,N
2015,0000706343,1,56-0680378,FIRST FEDERAL BANK,200 E. DIVINE STREET (PO BOX 1049),DUNN,NC,28334,FIRST FEDERAL FINANCIAL CORP.,200 E. DIVINE STREET,DUNN,NC,28334,FIRST FED BK,DUNN,NC,160582,0,1,50,N
2015,0000706351,1,52-0366370,JARRETTSVILLE FEDERAL S & L,3706 NORRISVILLE RD PO BOX 8,JARRETTSVILLE,MD,21084,,,,,,JARRETTSVILLE FS&LA,JARRETTSVILLE,MD,115741,0,1,26,N
2015,0000706359,1,57-0226220,PICKENS SAVINGS AND LOAN,205 E. CEDAR ROCK ST,PICKENS,SC,29671,,,,,,PICKENS S&LA FA,PICKENS,SC,92025,0,1,47,N
2015,0000706432,1,63-0414306,FIRST FEDERAL BANK,1300 MCFARLAND BOULEVARD NE,TUSCALOOSA,AL,35406-2252,SOUTHEASTERN FINANCIAL INC.,1300 MCFARLAND BOULEVARD NE,TUSCALOOSA,AL,35406-2252,FIRST FED BK A FSB,TUSCALOOSA,AL,114985,0,2,2875,N
2015,0000706503,1,24-0674269,CITIZENS SAVINGS BANK,500 SOUTH STATE STREET  PO BOX 567,CLARKS SUMMIT,PA,18411,,,,,,CITIZENS SVG BK,CLARKS SUMMIT,PA,325522,0,1,317,N
2015,0000706509,1,13-1919096,PONCE DE LEON FEDERAL BANK,2244 WESTCHESTER AVENUE,BRONX,NY,10462,,,,,,PONCE DE LEON FED BK,BRONX,NY,706414,0,1,89,N
2015,0000706568,1,35-0634720,FIRST HARRISON BANK,220 FEDERAL DRIVE,CORYDON,IN,47112,FIRST CAPITAL INC,220 FEDERAL DRIVE,CORYDON,IN,47112,FIRST HARRISON BK,CORYDON,IN,470983,0,3,951,N
2015,0000706624,1,38-0872452,NEW BUFFALO SAVINGS BANK,45 N WHITTAKER ST,NEW BUFFALO,MI,49117,,,,,,NEW BUFFALO SVG BK FSB,NEW BUFFALO,MI,90656,0,3,124,N
2015,0000706639,1,52-0736512,HOMEWOOD FEDERAL SAVINGS BANK,3228 EASTERN AVE,BALTIMORE,MD,21224-4012,,,,,,HOMEWOOD FSB,BALTIMORE,MD,64280,0,1,7,N
2015,0000706707,1,59-0969721,FIRST FEDERAL BANK OF FLORIDA,4705 WEST U S HWY 90,LAKE CITY,FL,32055,,,,,,FIRST FED BK OF FL,LAKE CITY,FL,972551,0,2,8320,N
2015,0000706809,1,75-1103106,COLONIAL SAVINGS  F.A.,P. O. BOX 2988,FORT WORTH,TX,76113-9961,,,,,,COLONIAL SVG FA,FORT WORTH,TX,1071910,0,2,19036,N
2015,0000706859,1,59-1008568,AXIOM BANK,258 SOUTHHALL LANE  STE 400,MAITLAND,FL,32751,AXIOM BANCSHARES,258 SOUTHHALL LANE,MAITLAND,FL,32751,AXIOM BK,MAITLAND,FL,657159,0,2,22,N
2015,0000706896,1,94-1552333,FIRST FS&LA OF SAN RAFAEL,1030 THIRD STREET,SAN RAFAEL,CA,94901-3108,,,,,,FIRST FS&LA,SAN RAFAEL,CA,173614,0,4,31,N
2015,0000707056,1,47-0151910,EQUITABLE BANK,PO BOX 160,GRAND ISLAND,NE,68802,,,,,,EQUITABLE BK,GRAND ISLAND,NE,197036,0,4,424,N
2015,0000707101,1,35-1116773,FIRST FEDERAL SAVINGS BANK,301 E 9TH STREET,ROCHESTER,IN,46975,AMERICAN MIDWEST FINANCIAL,301 E 9TH STREET,ROCHESTER,IN,46975,FIRST FSB,ROCHESTER,IN,357367,0,3,2069,N
2015,0000707173,1,52-0883392,COLOMBO BANK,1600 E GUDE DRIVE,ROCKVILLE,MD,20850,,,,,,COLOMBO BK,ROCKVILLE,MD,200782,0,1,83,N
2015,0000707228,1,63-0595507,SECURITY FEDERAL SAVINGS BANK,301 THIRD AVENUE,JASPER,AL,35501,SFSB,P.O. BOX 1588,JASPER,AL,35502,SECURITY FSB,JASPER,AL,38676,0,2,45,N
2015,0000707506,1,59-1680815,INTERAMERICAN BANK,9190 CORAL WAY,MIAMI,FL,33165,,,,,,INTERAMERICAN BK FSB,MIAMI,FL,209103,0,2,67,N
2015,0000707547,1,64-0479007,GRAND BANK FOR SAVINGS  FSB,204 WESTOVER DRIVE,HATTIESBURG,MS,39402,,,,,,GRAND BK FOR SVG FSB,HATTIESBURG,MS,90694,0,2,374,N
2015,0000707635,1,14-0578631,TRUSTCO BANK,5 SARNOWSKI DRIVE,GLENVILLE,NY,12302,TRUSTCO BANK CORP,5 SARNOWSKI DR,GLENVILLE,NY,12302,TRUSTCO BK,GLENVILLE,NY,4643460,0,1,3847,N
2015,0000707644,1,02-0173110,LAKE SUNAPEE BANK,9 MAIN ST,NEWPORT,NH,03773,,,,,,LAKE SUNAPEE BK FSB,NEWPORT,NH,1502324,0,1,1398,N
2015,0000707703,1,25-0801550,SLOVENIAN S&LA FRANKLIN CONEM,361 FIRST STREET,CONEMAUGH,PA,15909,,,,,,SLOVENIAN S&LA FRANKLIN CONEMA,CONEMAUGH,PA,131253,0,1,154,N
2015,0000707794,1,04-1328870,ROLLSTONE BANK & TRUST,780 MAIN STREET,FITCHBURG,MA,01420,,,,,,ROLLSTONE B&T,FITCHBURG,MA,578173,0,1,195,N
2015,0000707938,1,51-0054940,WSFS BANK,500 DELAWARE AVE.,WILMINGTON,DE,19801,WSFS FINANCIAL CORPORATION,500 DELAWARE AVE.,WILMINGTON,DE,19801,WILMINGTON SVG FUND SCTY FSB,WILMINGTON,DE,4849015,0,1,1963,N
2015,0000707960,1,94-2906968,LUTHER BURBANK SAVINGS,804 FOURTH STREET,SANTA ROSA,CA,95404-4505,,,,,,LUTHER BURBANK SVG,SANTA ROSA,CA,3983776,0,4,1806,N
2015,0000708003,1,13-3191534,CHINATOWN FEDERAL SAVINGS BANK,109 BOWERY,NEW YORK,NY,10002,,,,,,CHINATOWN FSB,NEW YORK,NY,141242,0,1,18,N
2015,0000708007,1,59-2372081,GIBRALTAR PRIVATE B&TC,55 ALHAMBRA PLAZA  7TH FLOOR,CORAL GABLES,FL,33134,,,,,,GIBRALTAR PRIVATE B&TC,CORAL GABLES,FL,1529412,0,2,576,N
2015,0000708028,1,38-2524834,STERLING BANK & TRUST  FSB,ONE TOWNE SQUARE  SUITE 1900,SOUTHFIELD,MI,48076,,,,,,STERLING B&TC FSB,SOUTHFIELD,MI,1240274,0,3,2052,N
2015,0000708039,1,31-0361400,LIBERTY SAVINGS BANK  FSB,3435 AIRBORNE ROAD SUITE B,WILMINGTON,OH,45177,,,,,,LIBERTY SVG BK FSB,WILMINGTON,OH,607236,0,3,2042,N
2015,0000708043,1,25-0444380,DOLLAR BANK  FSB,#3 GATEWAY CENTER  EIGHT WEST,PITTSBURGH,PA,15222-1004,,,,,,DOLLAR BK FSB,PITTSBURGH,PA,6984312,0,1,10784,N
2015,0000708059,1,13-3234580,ABACUS FEDERAL SAVINGS BANK,116 NASSAU STREET,NEW YORK,NY,10038,,,,,,ABACUS FSB,NEW YORK,NY,243270,0,1,112,N
2015,0000708063,1,22-1370195,WAWEL BANK,935 RIVER DRIVE,GARFIELD,NJ,07026,OCC,20TH & CONSTITUTION AVE NW,WASHINGTON,DC,20551,WAWEL BK,GARFIELD,NJ,72619,0,1,57,N
2015,0000708069,1,76-0090573,PREFERRED BANK,11757 KATY FREEWAY SUITE 100,HOUSTON,TX,77079,,,,,,PREFERRED BK,HOUSTON,TX,219075,0,2,75,N
2015,0000708089,1,33-0011033,MALAGA BANK,2514 VIA TEJON,PALOS VERDES ESTATES,CA,90274,MALAGA FINANCIAL CORPORATION,2514 VIA TEJON,PALOS VERDES ESTATES,CA,90274,MALAGA BK FSB,PALOS VERDES ESTATES,CA,946456,0,4,152,N
2015,0000708146,1,47-0678740,MUTUAL OF OMAHA BANK,3333 FARNAM ST,OMAHA,NE,68131,OMAHA FINANCIAL HOLDINGS  INC,MUTUAL OF OMAHA PLAZA,OMAHA,NE,68175,MUTUAL OMAHA BK,OMAHA,NE,6625772,0,4,928,N
2015,0000708149,1,52-1289815,AMERICAN BANK,9001 EDMONSTON ROAD SUITE 100,GREENBELT,MD,20770,,,,,,AMERICAN BK,BETHESDA,MD,395549,0,1,4062,N
2015,0000708152,1,52-0250437,MADISON BANK OF MARYLAND,1920 ROCK SPRING ROAD,FOREST HILL,MD,21050,,,,,,MADISON BK OF MD,FOREST HILL,MD,150686,0,1,66,N
2015,0000708183,1,52-0623475,EASTERN SAVINGS BANK,11350 MCCORMICK ROAD  STE 200,HUNT VALLEY,MD,21031,,,,,,EASTERN SVG BK FSB,HUNT VALLEY,MD,406091,0,1,153,N
2015,0000708186,1,52-1377663,PRESIDENTIAL BANK  F.S.B.,4600 EAST-WEST HIGHWAY SUITE 400,BETHESDA,MD,20812,,,,,,PRESIDENTIAL BK FSB,BETHESDA,MD,539494,0,1,5215,N
2015,0000708190,1,52-0792362,SEVERN SAVINGS BANK,200 WESTGATE CIRCLE SUITE 200,ANNAPOLIS,MD,21401,,,,,,SEVERN SVGS BK FSB,ANNAPOLIS,MD,772697,0,1,1727,N
2015,0000708196,1,52-0635587,HOPKINS FEDERAL SAVINGS BANK,134 S. EATON STREET,BALTIMORE,MD,21224,,,,,,HOPKINS FSB,BALTIMORE,MD,256460,0,1,78,N
2015,0000708266,1,34-1499160,UNITED MIDWEST SAVINGS BANK,101 SOUTH MAIN STREET,DEGRAFF,OH,43318,MSB CAPITAL CORPORATION,5038 REED ROAD,COLUMBUS,OH,43220,UNITED MIDWEST SVG BK,DE GRAFF,OH,176969,0,3,2,N
2015,0000708384,1,99-0253492,AMERICAN SAVINGS BANK,P O BOX 2300,HONOLULU,HI,96804,HAWAIIAN ELECTRIC INDUSTRIES,1200 ALAKEA STREET,HONOLULU,HI,96813,AMERICAN SVG BK FSB,HONOLULU,HI,5565241,0,4,2012,N
2015,0000708386,1,52-0390295,BAY-VANGUARD FEDERAL SAVINGS B,7114 NORTH POINT ROAD,BALTIMORE,MD,21219,,,,,,BAY-VANGUARD FSB,SPARROWS POINT,MD,170983,0,1,59,N
2015,0000708412,1,38-2734984,FLAGSTAR BANK,5151 CORPORATE DRIVE,TROY,MI,48098-2639,,,,,,FLAGSTAR BK FSB,TROY,MI,9779461,0,3,138683,N
2015,0000708433,1,04-2960120,RADIUS BANK,ONE HARBOR ST  SUITE 201,BOSTON,MA,02210,,,,,,RADIUS BK,BOSTON,MA,724938,0,1,82,N
2015,0000708547,1,46-0403712,FIRST SAVINGS BANK,201 N 3RD,BERESFORD,SD,57004,,,,,,FIRST SVG BK,BERESFORD,SD,518733,0,4,144,N
2015,0000708569,1,52-0781182,AMERICAN BANK OF HUNTSVILLE,3301 MEMORIAL PKWY SW,HUNTSVILLE,AL,35801,,,,,,AMERICAN BK OF HUNTSVILLE,HUNTSVILLE,AL,123313,0,2,280,N
2015,0000708854,1,64-0788056,SOUTHBANK,118 JEFFERSON STREET,HUNTSVILLE,AL,35801,,,,,,SOUTHBANK FSB,HUNTSVILLE,AL,112747,0,2,16,N
2015,0000708855,1,95-4313342,UNITED BUSINESS BANK,100 HEGENBERGER ROAD  SUITE 250,OAKLAND,CA,94621,,,,,,UNITED BUS BK FSB,OAKLAND,CA,362305,0,4,27,N
2015,0000708857,1,94-3118116,GATEWAY BANK F.S.B.,360 8TH STREET,OAKLAND,CA,94607,,,,,,GATEWAY BK FSB,OAKLAND,CA,186462,0,4,2,N
2015,0000708876,1,84-1147955,COLORADO FEDERAL SAVINGS BANK8,400 EAST PRENTICE AVE  SUITE 840,GREENWOOD VILLAGE,CO,80111,,,,,,COLORADO FSB,GREENWOOD VILLAGE,CO,1620484,0,4,3941,N
2015,0000711025,1,71-0734575,PRIORITY BANK,PO BOX 1090,OZARK,AR,72949,PRIORITY1 HOLDING CORPORATION,2020 E JOYCE BLVD STE 1,FAYETTEVILLE,AR,72703,PRIORITY BK,FAYETTEVILLE,AR,80650,0,2,459,N
2015,0000711882,1,41-0376477,LIBERTY SAVINGS BANK FSB,111 7TH AVE S,SAINT CLOUD,MN,56301,LIBERTY FINANCIAL SERVICES,111 7TH AVE S,ST CLOUD,MN,56301,LIBERTY SVG BK FSB,SAINT CLOUD,MN,189743,0,3,965,N
2015,0000712117,1,42-0496000,FRONTIER BANK,301 FIRST AVENUE,ROCK RAPIDS,IA,51246-0551,,,,,,FRONTIER BK,ROCK RAPIDS,IA,186200,0,4,159,N
